Date_reported,Country_code,Country,Continent,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-04-25,BR,Brazil,South America,AMRO,404623.0,14237078,17667.0,386416
2021-05-02,BR,Brazil,South America,AMRO,421933.0,14659011,17365.0,403781
2021-05-09,BR,Brazil,South America,AMRO,423438.0,15082449,15333.0,419114
2021-05-16,BR,Brazil,South America,AMRO,437076.0,15519525,13514.0,432628
2021-05-23,BR,Brazil,South America,AMRO,451424.0,15970949,13681.0,446309
2021-05-30,BR,Brazil,South America,AMRO,420981.0,16391930,12736.0,459045
2021-06-06,BR,Brazil,South America,AMRO,449478.0,16841408,11797.0,470842
2021-06-13,BR,Brazil,South America,AMRO,454710.0,17296118,13393.0,484235
2021-06-20,BR,Brazil,South America,AMRO,505344.0,17801462,14264.0,498499
2021-06-27,BR,Brazil,South America,AMRO,521298.0,18322760,12643.0,511142
2021-07-04,BR,Brazil,South America,AMRO,364709.0,18687469,10810.0,521952
2021-07-11,BR,Brazil,South America,AMRO,333030.0,19020499,9736.0,531688
2021-07-18,BR,Brazil,South America,AMRO,287610.0,19308109,8710.0,540398
2021-07-25,BR,Brazil,South America,AMRO,324334.0,19632443,7942.0,548340
2021-08-01,BR,Brazil,South America,AMRO,247830.0,19880273,7120.0,555460
2021-08-08,BR,Brazil,South America,AMRO,228473.0,20108746,6302.0,561762
2021-08-15,BR,Brazil,South America,AMRO,210254.0,20319000,6100.0,567862
2021-08-22,BR,Brazil,South America,AMRO,209099.0,20528099,5649.0,573511
2021-08-29,BR,Brazil,South America,AMRO,175807.0,20703906,4815.0,578326
2021-09-05,BR,Brazil,South America,AMRO,152154.0,20856060,4344.0,582670
2021-09-12,BR,Brazil,South America,AMRO,118790.0,20974850,3176.0,585846
2021-09-19,BR,Brazil,South America,AMRO,105369.0,21080219,3727.0,589573
2021-09-26,BR,Brazil,South America,AMRO,247397.0,21327616,4090.0,593663
2021-10-03,BR,Brazil,South America,AMRO,118035.0,21445651,3562.0,597225
2021-10-10,BR,Brazil,South America,AMRO,105079.0,21550730,3200.0,600425
2021-10-17,BR,Brazil,South America,AMRO,76746.0,21627476,2244.0,602669
2021-10-24,BR,Brazil,South America,AMRO,84367.0,21711843,2470.0,605139
2021-10-31,BR,Brazil,South America,AMRO,81558.0,21793401,2323.0,607462
2021-11-07,BR,Brazil,South America,AMRO,69057.0,21862458,1598.0,609060
2021-11-14,BR,Brazil,South America,AMRO,76738.0,21939196,1431.0,610491
2021-11-21,BR,Brazil,South America,AMRO,64121.0,22003317,1879.0,612370
2021-11-28,BR,Brazil,South America,AMRO,64313.0,22067630,1587.0,613957
2021-12-05,BR,Brazil,South America,AMRO,61779.0,22129409,1443.0,615400
2021-12-12,BR,Brazil,South America,AMRO,55415.0,22184824,1291.0,616691
2021-12-19,BR,Brazil,South America,AMRO,24196.0,22209020,910.0,617601
2021-12-26,BR,Brazil,South America,AMRO,21717.0,22230737,791.0,618392
2022-01-02,BR,Brazil,South America,AMRO,56784.0,22287521,664.0,619056
2022-01-09,BR,Brazil,South America,AMRO,162701.0,22450222,766.0,619822
2022-01-16,BR,Brazil,South America,AMRO,476981.0,22927203,974.0,620796
2022-01-23,BR,Brazil,South America,AMRO,824579.0,23751782,1767.0,622563
2022-01-30,BR,Brazil,South America,AMRO,1283024.0,25034806,3321.0,625884
2022-02-06,BR,Brazil,South America,AMRO,1241025.0,26275831,4610.0,630494
2022-02-13,BR,Brazil,South America,AMRO,1009678.0,27285509,6658.0,637152
2022-02-20,BR,Brazil,South America,AMRO,773353.0,28058862,5877.0,643029
2022-02-27,BR,Brazil,South America,AMRO,519785.0,28578647,4361.0,647390
2022-03-06,BR,Brazil,South America,AMRO,395152.0,28973799,3865.0,651255
2022-03-13,BR,Brazil,South America,AMRO,331315.0,29305114,3301.0,654556
2022-03-20,BR,Brazil,South America,AMRO,267998.0,29573112,2242.0,656798
2022-03-27,BR,Brazil,South America,AMRO,229145.0,29802257,1768.0,658566
2022-04-03,BR,Brazil,South America,AMRO,172908.0,29975165,1436.0,660002
2022-04-10,BR,Brazil,South America,AMRO,148798.0,30123963,1120.0,661122
2022-04-17,BR,Brazil,South America,AMRO,123339.0,30247302,785.0,661907
2022-04-24,BR,Brazil,South America,AMRO,91395.0,30338697,650.0,662557
2022-05-01,BR,Brazil,South America,AMRO,94345.0,30433042,853.0,663410
2022-05-08,BR,Brazil,South America,AMRO,110866.0,30543908,681.0,664091
2022-05-15,BR,Brazil,South America,AMRO,120831.0,30664739,689.0,664780
2022-05-22,BR,Brazil,South America,AMRO,97674.0,30762413,713.0,665493
2022-05-29,BR,Brazil,South America,AMRO,158732.0,30921145,826.0,666319
2022-06-05,BR,Brazil,South America,AMRO,216334.0,31137479,652.0,666971
2022-06-12,BR,Brazil,South America,AMRO,279862.0,31417341,989.0,667960
2022-06-19,BR,Brazil,South America,AMRO,256034.0,31673375,956.0,668916
2022-06-26,BR,Brazil,South America,AMRO,349791.0,32023166,1313.0,670229
2022-07-03,BR,Brazil,South America,AMRO,410897.0,32434063,1471.0,671700
2022-07-10,BR,Brazil,South America,AMRO,396781.0,32830844,1639.0,673339
2022-07-17,BR,Brazil,South America,AMRO,419273.0,33250117,1751.0,675090
2022-07-24,BR,Brazil,South America,AMRO,255610.0,33505727,1396.0,676486
2022-07-31,BR,Brazil,South America,AMRO,284971.0,33790698,1827.0,678313
2022-08-07,BR,Brazil,South America,AMRO,203772.0,33994470,1445.0,679758
2022-08-14,BR,Brazil,South America,AMRO,153661.0,34148131,1495.0,681253
2022-08-21,BR,Brazil,South America,AMRO,116106.0,34264237,1105.0,682358
2022-08-28,BR,Brazil,South America,AMRO,104672.0,34368909,1039.0,683397
2022-09-04,BR,Brazil,South America,AMRO,87236.0,34456145,865.0,684262
2022-09-11,BR,Brazil,South America,AMRO,60594.0,34516739,551.0,684813
2022-09-18,BR,Brazil,South America,AMRO,62346.0,34579085,487.0,685300
2022-09-25,BR,Brazil,South America,AMRO,45342.0,34624427,450.0,685750
2022-10-02,BR,Brazil,South America,AMRO,48097.0,34672524,286.0,686036
2022-10-09,BR,Brazil,South America,AMRO,42613.0,34715137,767.0,686803
2022-10-16,BR,Brazil,South America,AMRO,31325.0,34746462,341.0,687144
2022-10-23,BR,Brazil,South America,AMRO,34180.0,34780642,383.0,687527
2022-10-30,BR,Brazil,South America,AMRO,41585.0,34822227,553.0,688080
2022-11-06,BR,Brazil,South America,AMRO,26836.0,34849063,252.0,688332
2022-11-13,BR,Brazil,South America,AMRO,59135.0,34908198,324.0,688656
2022-11-20,BR,Brazil,South America,AMRO,91297.0,34999495,251.0,688907
2022-11-27,BR,Brazil,South America,AMRO,150008.0,35149503,535.0,689442
2022-12-04,BR,Brazil,South America,AMRO,188043.0,35337546,632.0,690074
2022-12-11,BR,Brazil,South America,AMRO,194170.0,35531716,603.0,690677
2022-12-18,BR,Brazil,South America,AMRO,337810.0,35869526,1133.0,691810
2022-12-25,BR,Brazil,South America,AMRO,254811.0,36124337,933.0,692743
2023-01-01,BR,Brazil,South America,AMRO,206944.0,36331281,1110.0,693853
2023-01-08,BR,Brazil,South America,AMRO,145933.0,36477214,926.0,694779
2023-01-15,BR,Brazil,South America,AMRO,120721.0,36597935,457.0,695236
2023-01-22,BR,Brazil,South America,AMRO,114916.0,36712851,952.0,696188
2023-01-29,BR,Brazil,South America,AMRO,78416.0,36791267,554.0,696742
2023-02-05,BR,Brazil,South America,AMRO,75391.0,36866658,603.0,697345
2023-02-12,BR,Brazil,South America,AMRO,63681.0,36930339,317.0,697662
2023-02-19,BR,Brazil,South America,AMRO,57343.0,36987682,385.0,698047
2023-02-26,BR,Brazil,South America,AMRO,32849.0,37020531,881.0,698928
2023-03-05,BR,Brazil,South America,AMRO,55522.0,37076053,348.0,699276
2023-03-12,BR,Brazil,South America,AMRO,9467.0,37085520,34.0,699310
2023-03-19,BR,Brazil,South America,AMRO,59994.0,37145514,324.0,699634
2023-03-26,BR,Brazil,South America,AMRO,59163.0,37204677,283.0,699917
2023-04-02,BR,Brazil,South America,AMRO,53986.0,37258663,322.0,700239
2023-04-09,BR,Brazil,South America,AMRO,60591.0,37319254,317.0,700556
2023-04-16,BR,Brazil,South America,AMRO,38838.0,37358092,255.0,700811
2023-04-23,BR,Brazil,South America,AMRO,49140.0,37407232,404.0,701215
2023-04-30,BR,Brazil,South America,AMRO,42186.0,37449418,279.0,701494
2023-05-07,BR,Brazil,South America,AMRO,38553.0,37487971,339.0,701833
2023-05-14,BR,Brazil,South America,AMRO,23950.0,37511921,283.0,702116
2023-05-21,BR,Brazil,South America,AMRO,,37511921,,702116
2023-05-28,BR,Brazil,South America,AMRO,,37511921,,702116
2023-06-04,BR,Brazil,South America,AMRO,,37511921,,702116
2023-06-11,BR,Brazil,South America,AMRO,,37511921,,702116
2023-06-18,BR,Brazil,South America,AMRO,,37511921,,702116
2023-06-25,BR,Brazil,South America,AMRO,,37511921,,702116
2023-07-02,BR,Brazil,South America,AMRO,,37511921,,702116
2023-07-09,BR,Brazil,South America,AMRO,,37511921,,702116
2023-07-16,BR,Brazil,South America,AMRO,,37511921,,702116
2023-07-23,BR,Brazil,South America,AMRO,,37511921,,702116
2023-07-30,BR,Brazil,South America,AMRO,,37511921,,702116
2023-08-06,BR,Brazil,South America,AMRO,,37511921,,702116
2023-08-13,BR,Brazil,South America,AMRO,,37511921,,702116
2023-08-20,BR,Brazil,South America,AMRO,,37511921,,702116
2023-08-27,BR,Brazil,South America,AMRO,,37511921,,702116
2023-09-03,BR,Brazil,South America,AMRO,,37511921,,702116
2023-09-10,BR,Brazil,South America,AMRO,,37511921,,702116
2023-09-17,BR,Brazil,South America,AMRO,,37511921,,702116
2023-09-24,BR,Brazil,South America,AMRO,,37511921,,702116
2023-10-01,BR,Brazil,South America,AMRO,,37511921,,702116
2023-10-08,BR,Brazil,South America,AMRO,,37511921,,702116
2023-10-15,BR,Brazil,South America,AMRO,,37511921,,702116
2023-10-22,BR,Brazil,South America,AMRO,,37511921,,702116
2023-10-29,BR,Brazil,South America,AMRO,,37511921,,702116
2023-11-05,BR,Brazil,South America,AMRO,,37511921,,702116
2023-11-12,BR,Brazil,South America,AMRO,,37511921,,702116
2023-11-19,BR,Brazil,South America,AMRO,,37511921,,702116
2023-11-26,BR,Brazil,South America,AMRO,,37511921,,702116
2023-12-03,BR,Brazil,South America,AMRO,,37511921,,702116
2023-12-10,BR,Brazil,South America,AMRO,,37511921,,702116
2023-12-17,BR,Brazil,South America,AMRO,,37511921,,702116
2023-12-24,BR,Brazil,South America,AMRO,,37511921,,702116
2023-12-31,BR,Brazil,South America,AMRO,,37511921,,702116
2024-01-07,BR,Brazil,South America,AMRO,,37511921,,702116
2024-01-14,BR,Brazil,South America,AMRO,,37511921,,702116
2024-01-21,BR,Brazil,South America,AMRO,,37511921,,702116
2024-01-28,BR,Brazil,South America,AMRO,,37511921,,702116
2024-02-04,BR,Brazil,South America,AMRO,,37511921,,702116
2024-02-11,BR,Brazil,South America,AMRO,,37511921,,702116
2024-02-18,BR,Brazil,South America,AMRO,,37511921,,702116
2024-02-25,BR,Brazil,South America,AMRO,,37511921,,702116
2024-03-03,BR,Brazil,South America,AMRO,,37511921,,702116
2024-03-10,BR,Brazil,South America,AMRO,,37511921,,702116
2024-03-17,BR,Brazil,South America,AMRO,,37511921,,702116
2024-03-24,BR,Brazil,South America,AMRO,,37511921,,702116
2024-03-31,BR,Brazil,South America,AMRO,,37511921,,702116
2024-04-07,BR,Brazil,South America,AMRO,,37511921,,702116
2024-04-14,BR,Brazil,South America,AMRO,,37511921,,702116
2024-04-21,BR,Brazil,South America,AMRO,,37511921,,702116
2024-04-28,BR,Brazil,South America,AMRO,,37511921,,702116
2024-05-05,BR,Brazil,South America,AMRO,,37511921,,702116
2024-05-12,BR,Brazil,South America,AMRO,,37511921,,702116
2024-05-19,BR,Brazil,South America,AMRO,,37511921,,702116
2024-05-26,BR,Brazil,South America,AMRO,,37511921,,702116
2024-06-02,BR,Brazil,South America,AMRO,,37511921,,702116
2024-06-09,BR,Brazil,South America,AMRO,,37511921,,702116
2024-06-16,BR,Brazil,South America,AMRO,,37511921,,702116
2024-06-23,BR,Brazil,South America,AMRO,,37511921,,702116
2024-06-30,BR,Brazil,South America,AMRO,,37511921,,702116
2024-07-07,BR,Brazil,South America,AMRO,,37511921,,702116
2024-07-14,BR,Brazil,South America,AMRO,,37511921,,702116
2024-07-21,BR,Brazil,South America,AMRO,,37511921,,702116
2024-07-28,BR,Brazil,South America,AMRO,,37511921,,702116
2024-08-04,BR,Brazil,South America,AMRO,,37511921,,702116
2024-08-11,BR,Brazil,South America,AMRO,,37511921,,702116
2024-08-18,BR,Brazil,South America,AMRO,,37511921,,702116
2024-08-25,BR,Brazil,South America,AMRO,,37511921,,702116
2024-09-01,BR,Brazil,South America,AMRO,,37511921,,702116
2020-01-05,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-01-12,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-01-19,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-01-26,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-02-02,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-02-09,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-02-16,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-02-23,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-03-01,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-03-08,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-03-15,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-03-22,VG,British Virgin Islands,North America,AMRO,,0,,0
2020-03-29,VG,British Virgin Islands,North America,AMRO,2.0,2,,0
2020-04-05,VG,British Virgin Islands,North America,AMRO,1.0,3,,0
2020-04-12,VG,British Virgin Islands,North America,AMRO,,3,,0
2020-04-19,VG,British Virgin Islands,North America,AMRO,,3,,0
2020-04-26,VG,British Virgin Islands,North America,AMRO,3.0,6,1.0,1
2020-05-03,VG,British Virgin Islands,North America,AMRO,,6,,1
2020-05-10,VG,British Virgin Islands,North America,AMRO,1.0,7,,1
2020-05-17,VG,British Virgin Islands,North America,AMRO,1.0,8,,1
2020-05-24,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-05-31,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-06-07,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-06-14,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-06-21,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-06-28,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-07-05,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-07-12,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-07-19,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-07-26,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-08-02,VG,British Virgin Islands,North America,AMRO,,8,,1
2020-08-09,VG,British Virgin Islands,North America,AMRO,1.0,9,,1
2020-08-16,VG,British Virgin Islands,North America,AMRO,,9,,1
2020-08-23,VG,British Virgin Islands,North America,AMRO,12.0,21,,1
2020-08-30,VG,British Virgin Islands,North America,AMRO,14.0,35,,1
2020-09-06,VG,British Virgin Islands,North America,AMRO,28.0,63,,1
2020-09-13,VG,British Virgin Islands,North America,AMRO,3.0,66,,1
2020-09-20,VG,British Virgin Islands,North America,AMRO,5.0,71,,1
2020-09-27,VG,British Virgin Islands,North America,AMRO,,71,,1
2020-10-04,VG,British Virgin Islands,North America,AMRO,,71,,1
2020-10-11,VG,British Virgin Islands,North America,AMRO,,71,,1
2020-10-18,VG,British Virgin Islands,North America,AMRO,1.0,72,,1
2020-10-25,VG,British Virgin Islands,North America,AMRO,,72,,1
2020-11-01,VG,British Virgin Islands,North America,AMRO,,72,,1
2020-11-08,VG,British Virgin Islands,North America,AMRO,,72,,1
2020-11-15,VG,British Virgin Islands,North America,AMRO,,72,,1
2020-11-22,VG,British Virgin Islands,North America,AMRO,,72,,1
2020-11-29,VG,British Virgin Islands,North America,AMRO,,72,,1
2020-12-06,VG,British Virgin Islands,North America,AMRO,1.0,73,,1
2020-12-13,VG,British Virgin Islands,North America,AMRO,3.0,76,,1
2020-12-20,VG,British Virgin Islands,North America,AMRO,10.0,86,,1
2020-12-27,VG,British Virgin Islands,North America,AMRO,7.0,93,,1
2021-01-03,VG,British Virgin Islands,North America,AMRO,,93,,1
2021-01-10,VG,British Virgin Islands,North America,AMRO,21.0,114,,1
2021-01-17,VG,British Virgin Islands,North America,AMRO,7.0,121,,1
2021-01-24,VG,British Virgin Islands,North America,AMRO,16.0,137,,1
2021-01-31,VG,British Virgin Islands,North America,AMRO,4.0,141,,1
2021-02-07,VG,British Virgin Islands,North America,AMRO,,141,,1
2021-02-14,VG,British Virgin Islands,North America,AMRO,10.0,151,,1
2021-02-21,VG,British Virgin Islands,North America,AMRO,2.0,153,,1
2021-02-28,VG,British Virgin Islands,North America,AMRO,,153,,1
2021-03-07,VG,British Virgin Islands,North America,AMRO,1.0,154,,1
2021-03-14,VG,British Virgin Islands,North America,AMRO,,154,,1
2021-03-21,VG,British Virgin Islands,North America,AMRO,,154,,1
2021-03-28,VG,British Virgin Islands,North America,AMRO,,154,,1
2021-04-04,VG,British Virgin Islands,North America,AMRO,,154,,1
2021-04-11,VG,British Virgin Islands,North America,AMRO,24.0,178,,1
2021-04-18,VG,British Virgin Islands,North America,AMRO,9.0,187,,1
2021-04-25,VG,British Virgin Islands,North America,AMRO,7.0,194,,1
2021-05-02,VG,British Virgin Islands,North America,AMRO,,194,,1
2021-05-09,VG,British Virgin Islands,North America,AMRO,25.0,219,,1
2021-05-16,VG,British Virgin Islands,North America,AMRO,29.0,248,,1
2021-05-23,VG,British Virgin Islands,North America,AMRO,,248,,1
2021-05-30,VG,British Virgin Islands,North America,AMRO,41.0,289,,1
2021-06-06,VG,British Virgin Islands,North America,AMRO,,289,,1
2021-06-13,VG,British Virgin Islands,North America,AMRO,6.0,295,,1
2021-06-20,VG,British Virgin Islands,North America,AMRO,,295,,1
2021-06-27,VG,British Virgin Islands,North America,AMRO,3.0,298,,1
2021-07-04,VG,British Virgin Islands,North America,AMRO,158.0,456,,1
2021-07-11,VG,British Virgin Islands,North America,AMRO,691.0,1147,2.0,3
2021-07-18,VG,British Virgin Islands,North America,AMRO,877.0,2024,9.0,12
2021-07-25,VG,British Virgin Islands,North America,AMRO,365.0,2389,13.0,25
2021-08-01,VG,British Virgin Islands,North America,AMRO,111.0,2500,6.0,31
2021-08-08,VG,British Virgin Islands,North America,AMRO,32.0,2532,6.0,37
2021-08-15,VG,British Virgin Islands,North America,AMRO,20.0,2552,,37
2021-08-22,VG,British Virgin Islands,North America,AMRO,16.0,2568,,37
2021-08-29,VG,British Virgin Islands,North America,AMRO,,2568,,37
2021-09-05,VG,British Virgin Islands,North America,AMRO,72.0,2640,,37
2021-09-12,VG,British Virgin Islands,North America,AMRO,2.0,2642,,37
2021-09-19,VG,British Virgin Islands,North America,AMRO,,2642,,37
2021-09-26,VG,British Virgin Islands,North America,AMRO,34.0,2676,,37
2021-10-03,VG,British Virgin Islands,North America,AMRO,42.0,2718,,37
2021-10-10,VG,British Virgin Islands,North America,AMRO,7.0,2725,,37
2021-10-17,VG,British Virgin Islands,North America,AMRO,,2725,,37
2021-10-24,VG,British Virgin Islands,North America,AMRO,,2725,,37
2021-10-31,VG,British Virgin Islands,North America,AMRO,,2725,,37
2021-11-07,VG,British Virgin Islands,North America,AMRO,,2725,,37
2021-11-14,VG,British Virgin Islands,North America,AMRO,20.0,2745,1.0,38
2021-11-21,VG,British Virgin Islands,North America,AMRO,20.0,2765,,38
2021-11-28,VG,British Virgin Islands,North America,AMRO,8.0,2773,,38
2021-12-05,VG,British Virgin Islands,North America,AMRO,43.0,2816,,38
2021-12-12,VG,British Virgin Islands,North America,AMRO,26.0,2842,1.0,39
2021-12-19,VG,British Virgin Islands,North America,AMRO,44.0,2886,,39
2021-12-26,VG,British Virgin Islands,North America,AMRO,185.0,3071,,39
2022-01-02,VG,British Virgin Islands,North America,AMRO,421.0,3492,,39
2022-01-09,VG,British Virgin Islands,North America,AMRO,715.0,4207,1.0,40
2022-01-16,VG,British Virgin Islands,North America,AMRO,1048.0,5255,2.0,42
2022-01-23,VG,British Virgin Islands,North America,AMRO,394.0,5649,5.0,47
2022-01-30,VG,British Virgin Islands,North America,AMRO,226.0,5875,2.0,49
2022-02-06,VG,British Virgin Islands,North America,AMRO,53.0,5928,2.0,51
2022-02-13,VG,British Virgin Islands,North America,AMRO,69.0,5997,10.0,61
2022-02-20,VG,British Virgin Islands,North America,AMRO,53.0,6050,1.0,62
2022-02-27,VG,British Virgin Islands,North America,AMRO,35.0,6085,,62
2022-03-06,VG,British Virgin Islands,North America,AMRO,6.0,6091,,62
2022-03-13,VG,British Virgin Islands,North America,AMRO,,6091,,62
2022-03-20,VG,British Virgin Islands,North America,AMRO,13.0,6104,,62
2022-03-27,VG,British Virgin Islands,North America,AMRO,,6104,,62
2022-04-03,VG,British Virgin Islands,North America,AMRO,37.0,6141,,62
2022-04-10,VG,British Virgin Islands,North America,AMRO,21.0,6162,,62
2022-04-17,VG,British Virgin Islands,North America,AMRO,,6162,,62
2022-04-24,VG,British Virgin Islands,North America,AMRO,134.0,6296,,62
2022-05-01,VG,British Virgin Islands,North America,AMRO,59.0,6355,,62
2022-05-08,VG,British Virgin Islands,North America,AMRO,,6355,,62
2022-05-15,VG,British Virgin Islands,North America,AMRO,218.0,6573,,62
2022-05-22,VG,British Virgin Islands,North America,AMRO,117.0,6690,,62
2022-05-29,VG,British Virgin Islands,North America,AMRO,,6690,,62
2022-06-05,VG,British Virgin Islands,North America,AMRO,75.0,6765,,62
2022-06-12,VG,British Virgin Islands,North America,AMRO,137.0,6902,1.0,63
2022-06-19,VG,British Virgin Islands,North America,AMRO,,6902,,63
2022-06-26,VG,British Virgin Islands,North America,AMRO,39.0,6941,,63
2022-07-03,VG,British Virgin Islands,North America,AMRO,,6941,,63
2022-07-10,VG,British Virgin Islands,North America,AMRO,,6941,,63
2022-07-17,VG,British Virgin Islands,North America,AMRO,190.0,7131,,63
2022-07-24,VG,British Virgin Islands,North America,AMRO,,7131,,63
2022-07-31,VG,British Virgin Islands,North America,AMRO,,7131,,63
2022-08-07,VG,British Virgin Islands,North America,AMRO,,7131,,63
2022-08-14,VG,British Virgin Islands,North America,AMRO,,7131,,63
2022-08-21,VG,British Virgin Islands,North America,AMRO,,7131,,63
2022-08-28,VG,British Virgin Islands,North America,AMRO,,7131,,63
2022-09-04,VG,British Virgin Islands,North America,AMRO,160.0,7291,1.0,64
2022-09-11,VG,British Virgin Islands,North America,AMRO,14.0,7305,,64
2022-09-18,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-09-25,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-10-02,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-10-09,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-10-16,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-10-23,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-10-30,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-11-06,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-11-13,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-11-20,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-11-27,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-12-04,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-12-11,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-12-18,VG,British Virgin Islands,North America,AMRO,,7305,,64
2022-12-25,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-01-01,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-01-08,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-01-15,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-01-22,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-01-29,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-02-05,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-02-12,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-02-19,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-02-26,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-03-05,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-03-12,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-03-19,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-03-26,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-04-02,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-04-09,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-04-16,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-04-23,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-04-30,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-05-07,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-05-14,VG,British Virgin Islands,North America,AMRO,,7305,,64
2023-05-21,VG,British Virgin Islands,North America,AMRO,1.0,7306,,64
2023-05-28,VG,British Virgin Islands,North America,AMRO,,7306,,64
2023-06-04,VG,British Virgin Islands,North America,AMRO,,7306,,64
2023-06-11,VG,British Virgin Islands,North America,AMRO,13.0,7319,,64
2023-06-18,VG,British Virgin Islands,North America,AMRO,4.0,7323,,64
2023-06-25,VG,British Virgin Islands,North America,AMRO,7.0,7330,,64
2023-07-02,VG,British Virgin Islands,North America,AMRO,2.0,7332,,64
2023-07-09,VG,British Virgin Islands,North America,AMRO,,7332,,64
2023-07-16,VG,British Virgin Islands,North America,AMRO,8.0,7340,,64
2023-07-23,VG,British Virgin Islands,North America,AMRO,5.0,7345,,64
2023-07-30,VG,British Virgin Islands,North America,AMRO,2.0,7347,,64
2023-08-06,VG,British Virgin Islands,North America,AMRO,3.0,7350,,64
2023-08-13,VG,British Virgin Islands,North America,AMRO,,7350,,64
2023-08-20,VG,British Virgin Islands,North America,AMRO,12.0,7362,,64
2023-08-27,VG,British Virgin Islands,North America,AMRO,1.0,7363,,64
2023-09-03,VG,British Virgin Islands,North America,AMRO,9.0,7372,,64
2023-09-10,VG,British Virgin Islands,North America,AMRO,1.0,7373,,64
2023-09-17,VG,British Virgin Islands,North America,AMRO,8.0,7381,,64
2023-09-24,VG,British Virgin Islands,North America,AMRO,6.0,7387,,64
2023-10-01,VG,British Virgin Islands,North America,AMRO,3.0,7390,,64
2023-10-08,VG,British Virgin Islands,North America,AMRO,2.0,7392,,64
2023-10-15,VG,British Virgin Islands,North America,AMRO,1.0,7393,,64
2023-10-22,VG,British Virgin Islands,North America,AMRO,5.0,7398,,64
2023-10-29,VG,British Virgin Islands,North America,AMRO,2.0,7400,,64
2023-11-05,VG,British Virgin Islands,North America,AMRO,2.0,7402,,64
2023-11-12,VG,British Virgin Islands,North America,AMRO,2.0,7404,,64
2023-11-19,VG,British Virgin Islands,North America,AMRO,2.0,7406,,64
2023-11-26,VG,British Virgin Islands,North America,AMRO,4.0,7410,,64
2023-12-03,VG,British Virgin Islands,North America,AMRO,5.0,7415,,64
2023-12-10,VG,British Virgin Islands,North America,AMRO,1.0,7416,,64
2023-12-17,VG,British Virgin Islands,North America,AMRO,2.0,7418,,64
2023-12-24,VG,British Virgin Islands,North America,AMRO,1.0,7419,,64
2023-12-31,VG,British Virgin Islands,North America,AMRO,1.0,7420,,64
2024-01-07,VG,British Virgin Islands,North America,AMRO,,7420,,64
2024-01-14,VG,British Virgin Islands,North America,AMRO,2.0,7422,,64
2024-01-21,VG,British Virgin Islands,North America,AMRO,2.0,7424,,64
